stem,prompt,frame_count,width,height,fps,fp16_frames_bytes,rgb_u8_frames_bytes,yuv420_raw_frames_bytes,final_mp4_bytes,reduce_from_fp16_clamp_pct,reduce_from_fp16_quant_u8_pct,reduce_from_fp16_yuv420_pct,reduce_from_fp16_mp4_pct,reduce_from_prev_clamp_pct,reduce_from_prev_quant_u8_pct,reduce_from_prev_yuv420_pct,reduce_from_prev_mp4_pct,step_psnr_clamp_db,step_psnr_quant_u8_db,step_psnr_yuv420_db,step_psnr_h264_from_yuv420_db,cumulative_psnr_after_clamp_db,cumulative_psnr_after_quant_u8_db,cumulative_psnr_after_yuv420_db,cumulative_psnr_after_mp4_db
000_subject_consistency_r00_p003_a_person_eating_a_burger,a person eating a burger,121,1280,704,24,654213120,327106560,163553280,8192914,0.0,50.0,75.0,98.74766895533982,0.0,50.0,50.0,94.99067582135925,inf,59.059219971471535,43.23827704409797,44.19099680873455,inf,59.059219971471535,43.243422978823645,40.57557737356006
